# Version 0.0
# - Design points to be generated
# Parameter pT0Ref ecmPow coreRadius coreFraction CRrange
# - Parameter pT0Ref:       Linear [0.5, 2.5]  
# - Parameter ecmPow:       Linear [0.0, 0.25]  
# - Parameter coreRadius:   Linear [0.1, 1.0]     
# - Parameter coreFraction: Linear [0.0, 1.0]     
# - Parameter CRrange:      Linear [1.0, 9.0]    

# Total Design Points Merged = 108
# Design point indices (row index): 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107
2.186731701094610791e+00 9.471377802758897124e-02 8.033206478310634946e-01 6.340803808359943283e-02 2.947992385838756668e+00
1.533292802931329302e+00 1.561113067778988894e-01 1.267579403096992796e-01 1.619936058203957918e-01 4.185713240175193306e+00
1.943640134972514755e+00 1.265816825086366337e-01 4.003211527138371695e-01 7.375932219466703188e-01 1.330202815426710705e+00
1.227518325649367803e+00 8.586107091877345776e-02 8.859142617211647197e-01 7.248259274802945074e-01 6.173338304750958017e+00
1.777539549542054953e+00 7.512009358418524074e-05 1.349352492558834327e-01 9.026064159900901718e-01 4.417099410873163379e+00
1.234967962766986282e+00 9.880501109572524532e-02 5.522608049379738038e-01 6.528593217591976972e-01 8.108265823981307463e+00
7.352891676917930885e-01 1.395363154327687316e-01 7.148223006812061131e-01 1.383501202629208171e-01 2.859031303916296451e+00
2.137596253526881984e+00 3.651840332152472834e-02 9.285225716320169020e-01 5.279344812632854600e-01 6.719974400394836955e+00
1.683048508413180322e+00 1.315068473765752810e-01 6.064698970066575434e-01 6.390853302527174096e-01 1.247655256051539485e+00
1.397424154754269399e+00 1.819483070546306092e-01 2.220354782256619697e-01 1.600977075025593610e-01 4.643731452911481483e+00
6.500530979469829607e-01 2.608444313793921096e-02 5.412278457531090048e-01 3.281826724324228284e-01 7.397858528399230416e+00
2.031709271769281955e+00 1.915726575291729905e-01 3.877131591427297463e-01 1.537267647344315626e-02 8.979601167017566610e+00
1.135881502293218270e+00 1.074289920271067345e-01 1.673249472243235891e-01 9.980832735668426769e-01 8.781217583813896610e+00
9.148035926357414027e-01 8.797838635248206307e-02 6.550564450058168342e-01 3.644282219312882654e-01 2.780893447253150796e+00
1.072348062414101300e+00 4.607307392040976834e-02 4.322411875983513951e-01 5.961622163134934205e-01 4.552132884176113947e+00
8.769028042339179763e-01 1.121196818738042777e-01 9.392060461534248450e-01 2.590294353136182726e-01 3.346449434790620181e+00
1.546171771555608032e+00 1.446925850248820082e-02 5.267415164832474073e-01 2.172748356741769082e-01 8.658047416372072647e+00
7.237454447839954952e-01 1.690183254234021992e-01 2.725847291930475480e-01 9.479478582733831260e-01 2.172527706448877716e+00
7.571353010718121501e-01 9.702365520220256057e-02 5.818390211161830194e-01 4.696799004320229010e-01 6.046432376758342109e+00
2.477521365100431083e+00 1.981688683423531161e-01 7.561599269192772477e-01 2.327014201077862443e-01 7.203487440723469248e+00
2.016222521820230540e+00 3.807473022698773524e-02 4.768742461023045554e-01 7.571496163859543493e-01 5.716239166311054554e+00
6.382805726425618831e-01 9.032941500907146204e-02 8.376651195708051389e-01 5.805960937945411349e-01 5.023442680677113970e+00
5.412086602560363113e-01 2.361846828002133747e-01 5.957476771117721226e-01 6.474892518582071599e-01 7.138330034046457939e+00
